"Printer","Model","Serial Number","Memory","Print Speed","Color","Duplex","Copy","Scan to Fax","Scan to Email","Scan to Network","Fax Receive","Workflow Profile Capable","eSF Capable"
"10.198.12.86","Lexmark C520","4L9KY500","","","","","","","","","","",""
"10.198.12.90","Lexmark E450dn","6229TR3","","","","","","","","","","",""
"10.198.12.172","Lexmark T650","ADU10000","","","","","","","","","","",""
"10.198.13.45","Lexmark C925","NOD6RIC","","","","","","","","","","",""
"10.198.14.124","Lexmark MS812","406312790006G","","","","","","","","","","",""
"10.198.13.61","Lexmark T652","793B871","","","","","","","","","","",""
"10.198.13.74","Lexmark X860de","0655252","","","","","","","","","","",""
"10.198.14.5","Lexmark CS510","502794PTB2227","512 MB","","Y","N","N","N","N","N","N","N","N"
"10.198.14.11","Lexmark 6500e","SKU7KY","","","","","","","","","","",""
"10.198.13.235","Lexmark X644e","8KJ51800","","","","","","","","","","",""
"10.198.14.19","Lexmark X264dn","0603161","","","","","","","","","","",""
"10.198.14.58","Lexmark C920","322079W","","","","","","","","","","",""
"10.198.14.74","Lexmark X656de","793HWFR","","","","","","","","","","",""
"10.198.14.97","Lexmark E460dw","JZI08C00","","","","","","","","","","",""
"10.198.14.128","Lexmark MS812","40631279000BY","","","","","","","","","","",""
"10.198.14.178","Lexmark X646e","NFAESV40","","","","","","","","","","",""
"10.198.14.201","Lexmark X738","752694PTBA052","","","","","","","","","","",""
"10.198.14.210","Lexmark X736de","DVTR030","","","","","","","","","","",""
"10.198.14.229","Lexmark CS410","502794PTB2104","","","","","","","","","","",""
"10.198.15.64","Lexmark E360dn","NNEE0I70","","","","","","","","","","",""
"10.198.16.69","Lexmark X646e","790MMG7","","","","","","","","","","",""
"10.198.16.67","Lexmark Pro710 Series","444911990H076","","","","","","","","","","",""
"10.198.16.104","Lexmark X945e","0210049","","","","","","","","","","",""
"10.198.16.109","Lexmark X658de","793YGDD","","","","","","","","","","",""
"10.198.16.135","Lexmark MS610de","4514PTB300522","","","","","","","","","","",""
"10.198.16.166","Lexmark X463de","FQFQGI00","","","","","","","","","","",""
"10.198.16.196","Lexmark Pro710 Series","","","","","","","","","","","",""
"10.198.16.216","Lexmark X734de","1DVT022","","","","","","","","","","",""
"10.198.16.248","Lexmark Pro5500 Series","4447AA1700022","","","","","","","","","","",""
"10.198.16.252","Lexmark X646e","792340D","","","","","","","","","","",""
"10.198.17.10","Lexmark X422","8907BZZ","","","","","","","","","","",""
"10.198.17.61","Lexmark T632","4125788","","","","","","","","","","",""
"10.198.17.101","Lexmark X646e","791201V","","","","","","","","","","",""
"10.198.17.109","Lexmark X142","NAQMHOY0","","","","","","","","","","",""
"10.198.17.99","Lexmark X204n","hydra","","","","","","","","","","",""
"10.198.17.144","Lexmark X925","NXB6I8C00000000000000000000000000","","","","","","","","","","",""
"10.198.17.148","Lexmark CX410de","752794PTB1021","","","","","","","","","","",""
"10.198.17.158","Lexmark C772","NCJ6K770","","","","","","","","","","",""
"10.198.17.167","Lexmark X654de","79G0X3Z","","","","","","","","","","",""
"10.198.17.252","Lexmark He","4514PTB300561","","","","","","","","","","",""
"10.198.18.50","Lexmark X792","7562029400DZF","","","","","","","","","","",""
"10.198.18.81","Lexmark X466dte","N9PNBN80","","","","","","","","","","",""
"10.198.18.102","Lexmark X548dte","VKDVT19400038","","","","","","","","","","",""
"10.198.19.5","Lexmark CX510de","385034PTB1084","","","","","","","","","","",""
"10.198.19.23","Lexmark Pro910 Series","","","","","","","","","","","",""
"10.198.19.55","Lexmark Pro5500 Series","EVERDVT5AIO6007","","","","","","","","","","",""
"10.198.19.58","Lexmark MS510dn","4514207200045","","","","","","","","","","",""
"10.198.18.147","Lexmark X464de","NXNJ5DY0","","","","","","","","","","",""
"10.198.19.69","Lexmark T656","DVT0035","","","","","","","","","","",""
"10.198.19.73","Lexmark MX611dhe","4514PTB300171","","","","","","","","","","",""
"157.184.5.46","Lexmark X792","7562029400G11","","","","","","","","","","",""
"157.184.5.49","Lexmark X656de","793350M","","","","","","","","","","",""
"157.184.5.48","Lexmark Pro5000 Series","K2DVT5AIO4021","","","","","","","","","","",""
"157.184.5.47","Lexmark X464de","35P022T","","","","","","","","","","",""
"157.184.5.67","Lexmark X945e","0910357","","","","","","","","","","",""
"157.184.5.91","Lexmark X644e","crmc004h","","","","","","","","","","",""
"157.184.8.92","Lexmark C540","502794PTB1049","","","","","","","","","","",""
"157.184.8.99","Lexmark MS811","406312790009V","","","","","","","","","","",""
"157.184.8.133","Lexmark MS510dn","U5G4I7","","","","","","","","","","",""
"157.184.8.122","Lexmark X734de","NPUXDI50","","","","","","","","","","",""
"157.184.8.151","Lexmark MS510dn","MAG8H0","","","","","","","","","","",""
"157.184.139.181","Lexmark MS811","406324990002G","","","","","","","","","","",""
"157.184.7.141","Lexmark X925","75410132505HP","","","","","","","","","","",""
"157.184.7.153","Lexmark X954","7558100451096","","","","","","","","","","",""
"157.184.7.166","Lexmark X548","75250094600WT","","","","","","","","","","",""
"157.184.7.170","Lexmark X748","75261094400CT","","","","","","","","","","",""
"157.184.7.150","Lexmark X466de","35P025T","","","","","","","","","","",""
"157.184.7.176","Lexmark X792","75620194001D9","","","","","","","","","","",""
"157.184.7.140","Lexmark Pro5500 Series","44470117000HN","","","","","","","","","","",""
"157.184.7.171","Lexmark X864de","2450538","","","","","","","","","","",""
"157.184.7.175","Lexmark X544","98A00CC","","","","","","","","","","",""
"157.184.7.178","Lexmark X656de","7934LPN","","","","","","","","","","",""
"157.184.7.163","Lexmark X658de","7934KGR","","","","","","","","","","",""
"157.184.7.231","Lexmark T656","793PTDF","","","","","","","","","","",""
"157.184.7.179","Lexmark E460dw","72H10PB","","","","","","","","","","",""
"157.184.8.188","Lexmark X651de","I73USU00","","","","","","","","","","",""
"157.184.8.210","Lexmark X651de","GPD29Y00","","","","","","","","","","",""
"157.184.8.90","Lexmark MX811","746324990001P","","","","","","","","","","",""
"157.184.8.214","Lexmark CS310","MAG8H0","","","","","","","","","","",""
"157.184.139.11","Lexmark MS510dn","UUYH75","","","","","","","","","","",""
"157.184.8.163","ModelName","","","","","","","","","","","",""
"157.184.8.230","KONICA MINOLTA bizhub 4000P","451420720003W","","","","","","","","","","",""
"157.184.8.139","Lexmark MS810","MAG8H0","","","","","","","","","","",""
"157.184.11.20","Lexmark C540","502794PTB2046","","","","","","","","","","",""
"157.184.11.30","Lexmark X654de","79G1RPG","","","","","","","","","","",""
"157.184.11.34","Lexmark C792","5062019400C4T","","","","","","","","","","",""
"157.184.11.26","Lexmark Pro5500 Series","444701170004M","","","","","","","","","","",""
"157.184.11.31","Lexmark MS610de","451420720009B","","","","","","","","","","",""
"157.184.11.48","Lexmark T656","DVT0090","","","","","","","","","","",""
"157.184.11.47","Lexmark X658de","7934ZNG","","","","","","","","","","",""
"157.184.11.54","Lexmark X950","1234567","","","","","","","","","","",""
"157.184.11.56","Lexmark C950","1234567","","","","","","","","","","",""
"157.184.11.51","Lexmark H1","4514PTB300722","","","","","","","","","","",""
"157.184.11.60","Lexmark C925","50411032503L2","","","","","","","","","","",""
"157.184.11.66","Lexmark 6500e","DVT2019","","","","","","","","","","",""
"157.184.11.57","Lexmark CS310","502794PTB2045","","","","","","","","","","",""
"157.184.11.58","Lexmark CS410","502794PTB2120","","","","","","","","","","",""
"157.184.11.61","Lexmark C540","502794PTB2094","","","","","","","","","","",""
"157.184.11.69","Lexmark X736de","943485X","","","","","","","","","","",""
"157.184.114.231","Lexmark T654","NNXDSOY0","","","","","","","","","","",""
"157.184.12.104","Lexmark X925","XP2277","","","","","","","","","","",""
"157.184.12.111","Lexmark X548dte","75250094NOV14","","","","","","","","","","",""
"157.184.114.113","Lexmark X651de","NVXFUI70","","","","","","","","","","",""
"157.184.12.159","Lexmark H4b","4514PTB300410","","","","","","","","","","",""
"157.184.72.177","Lexmark MX611de","4514PTB300221","","","","","","","","","","",""
"157.184.12.232","Lexmark MS510dn","UUYH75","","","","","","","","","","",""
"157.184.114.121","Lexmark X544","752794PTB2163","","","","","","","","","","",""
"157.184.13.25","Lexmark C534","KS0P040","","","","","","","","","","",""
"157.184.13.36","Newhouser","40631279000C2","","","","","","","","","","",""
"157.184.13.44","Clemens","701520720000Y","","","","","","","","","","",""
"157.184.13.52","Lexmark Pro4000 Series","44470117000HN","","","","","","","","","","",""
"157.184.13.66","Hernandez","7463127900008","","","","","","","","","","",""
"157.184.13.121","Giambi","451420720003V","","","","","","","","","","",""
"157.184.13.146","Lexmark X651de","PLT1002","","","","","","","","","","",""
"157.184.13.143","Canseco","701520720000Y","","","","","","","","","","",""
"157.184.13.150","NeuraLaserColor II","S1IF0C","","","","","","","","","","",""
"157.184.13.152","Lexmark X792","7562029400CPK","","","","","","","","","","",""
"157.184.13.158","Sandberg","406322990000L","","","","","","","","","","",""
"157.184.13.166","Lexmark X651de","GGBFSU","","","","","","","","","","",""
"157.184.13.161","Schulte","406322990001Z","","","","","","","","","","",""
"157.184.13.182","Lexmark MX812","7463127900054","","","","","","","","","","",""
"157.184.14.20","Lexmark X792","7562029400652","","","","","","","","","","",""
"157.184.14.27","Lexmark X925","754100320056C","","","","","","","","","","",""
"157.184.14.26","HP LaserJet 500 color MFP M575","MXBCD5315W","","","","","","","","","","",""
"157.184.14.28","HP LaserJet CM1415fnw","CNH8C2C5SP","","","","","","","","","","",""
"157.184.14.108","HP LaserJet P2015 Series","CNBJP01296","","","","","","","","","","",""
"157.184.14.123","Xerox Phaser 7760DN","AUA342897","","","","","","","","","","",""
"157.184.14.133","HP Color LaserJet CP2025dn","CNBSD03361","","","","","","","","","","",""
"157.184.14.118","HP LaserJet P4015","CNDY102049","","","","","","","","","","",""
"157.184.14.200","Xerox WorkCentre 6400XF","KAA130154","","","","","","","","","","",""
"157.184.14.122","hp LaserJet 9050","JPBL47P048","","","","","","","","","","",""
"157.184.14.126","HP Color LaserJet CM6040 MFP","JPBL8490CH","","","","","","","","","","",""
"157.184.14.205","HP Color LaserJet CP6015","JPDL84Q02C","","","","","","","","","","",""
"157.184.14.110","HP LaserJet M3035 MFP","CNDLB00844","","","","","","","","","","",""
"157.184.14.210","Xerox WorkCentre 7545 v1 Multifunction System","XKP510481","","","","","","","","","","",""
"157.184.14.231","Xerox WorkCentre M20i ","RYU413300.......","","","","","","","","","","",""
"157.184.14.232","Xerox Phaser 5500DN","RET565626","","","","","","","","","","",""
"157.184.14.227","Lexmark X748","752650944003D","","","","","","","","","","",""
"157.184.14.225","Lexmark C748","50261394201Y3","","","","","","","","","","",""
"157.184.14.229","Lexmark C925","5041013200067","","","","","","","","","","",""
"157.184.14.218","Lexmark X544","98A018Y","","","","","","","","","","",""
"157.184.14.132","Lexmark X364dn","35006D9","","","","","","","","","","",""
"157.184.14.251","Lexmark X656de","794DKB4","","","","","","","","","","",""
"157.184.14.196","Dell 3330dn Laser Printer","72174YF","","","","","","","","","","",""
"157.184.14.121","Lexmark E360dn","72M147L","","","","","","","","","","",""
"157.184.14.19","Dell 7130cdn","","","","","","","","","","","",""
"157.184.14.23","RICOH Aficio SP 4210N","S5208601685","","","","","","","","","","",""
"157.184.14.120","Samsung CLX-6250 Series","Z30XB1BZ400030X","","","","","","","","","","",""
"157.184.14.125","Dell 2135cn MFP","","","","","","","","","","","",""
"157.184.14.130","Samsung CLP-770 Series","14K0B1BS400099L","","","","","","","","","","",""
"157.184.14.134","Dell 5330dn Mono Laser Printer","","","","","","","","","","","",""
"157.184.14.194","Dell 5130cdn Color Laser","","","","","","","","","","","",""
"157.184.14.115","Dell Color Laser 1320c","","","","","","","","","","","",""
"157.184.14.124","RICOH Aficio MP 171","V4499500951","","","","","","","","","","",""
"157.184.14.233","Officejet Pro 8000 Enterprise A811a","CN0CEBQ0GM","","","","","","","","","","",""
"157.184.14.235","Dell 2155cdn Color MFP","","","","","","","","","","","",""
"157.184.14.208","Officejet 7500 E910","MY08A1104N05P5","","","","","","","","","","",""
"157.184.14.250","Dell 3130cn Color Laser","","","","","","","","","","","",""
"157.184.14.213","Officejet 6500 E710n-z","CN091112GZ05JW","","","","","","","","","","",""
"157.184.20.49","Lexmark C935","0250195","","","","","","","","","","",""
"157.184.20.57","Lexmark X646e","791RCZ6","","","","","","","","","","",""
"157.184.20.60","Lexmark X860de","0670003","","","","","","","","","","",""
"157.184.20.60","Lexmark X656de","793W1YG","","","","","","","","","","",""
"157.184.20.123","Lexmark X656de","BETA011","","","","","","","","","","",""
"157.184.20.147","Lexmark X646e","7907GGY","","","","","","","","","","",""
"157.184.13.30","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.20.215","Lexmark C935","0251217","","","","","","","","","","",""
"157.184.20.192","Lexmark X464de","35P0RCN","","","","","","","","","","",""
"157.184.14.18","Canon iR-ADV C5030","","","","","","","","","","","",""
"157.184.14.22","Oki B431","","","","","","","","","","","",""
"157.184.14.21","Oki C830","","","","","","","","","","","",""
"157.184.14.24","Oki C330","","","","","","","","","","","",""
"157.184.14.25","Oki MC860","","","","","","","","","","","",""
"157.184.20.219","Lexmark X852e","0630006","","","","","","","","","","",""
"157.184.20.218","Lexmark X854e","0650037","","","","","","","","","","",""
"157.184.20.217","Lexmark X646e","792272V","","","","","","","","","","",""
"157.184.14.35","EPSON WP-4020 Series","","","","","","","","","","","",""
"157.184.20.223","Lexmark X658de","793CVPF","","","","","","","","","","",""
"157.184.20.220","Lexmark X738de","94205MR","","","","","","","","","","",""
"157.184.20.221","Lexmark X646e","7929L68","","","","","","","","","","",""
"157.184.20.212","Lexmark X646e","7929LBP","","","","","","","","","","",""
"157.184.14.223","Oki B420","","","","","","","","","","","",""
"157.184.14.202","Fiery E100 60-55C-KM","","","","","","","","","","","",""
"157.184.14.112","Canon MF8350","","","","","","","","","","","",""
"157.184.14.131","SHARP MX-C402SC","","","","","","","","","","","",""
"157.184.14.224","Canon D1120","","","","","","","","","","","",""
"157.184.14.119","Aficio SP C222DN","","","","","","","","","","","",""
"157.184.14.237","Canon MF5880","","","","","","","","","","","",""
"157.184.14.226","Kyocera FS-C5300DN","","","","","","","","","","","",""
"157.184.14.220","Oki C5650","","","","","","","","","","","",""
"157.184.14.114","GelSprinter GX e5550N","","","","","","","","","","","",""
"157.184.14.211","SHARP MX-2610N","","","","","","","","","","","",""
"157.184.14.203","KONICA MINOLTA bizhub C654","","","","","","","","","","","",""
"157.184.14.135","KONICA MINOLTA magicolor 7450","","","","","","","","","","","",""
"157.184.24.81","Lexmark X548","7525009460004","","","","","","","","","","",""
"157.184.24.152","Lexmark Pro5500 Series","1571843095","","","","","","","","","","",""
"157.184.24.153","Lexmark Pro910 Series","8424671129","","","","","","","","","","",""
"157.184.24.212","Lexmark X945e","0291037","","","","","","","","","","",""
"157.184.26.8","Lexmark X952","7558100403836","","","","","","","","","","",""
"157.184.26.30","Lexmark X658de","794GMPD","","","","","","","","","","",""
"157.184.26.33","Lexmark Pro910 Series","4449119900FCP","","","","","","","","","","",""
"157.184.26.34","Lexmark Pro5500 Series","44470117000BX","","","","","","","","","","",""
"157.184.26.49","Lexmark Pro4000 Series","4447021700019","","","","","","","","","","",""
"157.184.26.142","Lexmark Pro5500 Series","44470117000G2","","","","","","","","","","",""
"157.184.26.72","Lexmark X738de","9433NHP","","","","","","","","","","",""
"157.184.26.133","Lexmark X945e","0210133","","","","","","","","","","",""
"157.184.26.127","Lexmark X792","7562029400644","","","","","","","","","","",""
"157.184.26.139","Lexmark X466de","35P1000","","","","","","","","","","",""
"157.184.26.144","Lexmark Pro910 Series","4449129901B1B","","","","","","","","","","",""
"157.184.26.126","Lexmark Pro5500 Series","444701170010N","","","","","","","","","","",""
"157.184.28.77","Lexmark X945e","0210648","","","","","","","","","","",""
"157.184.28.80","Lexmark X945e","0214730","","","","","","","","","","",""
"157.184.29.119","Lexmark X738de","942026X","","","","","","","","","","",""
"157.184.29.114","Lexmark X656de","792X9KL","","","","","","","","","","",""
"157.184.30.63","Lexmark X466dwe","72B101N","","","","","","","","","","",""
"157.184.30.69","Lexmark X466dwe","72B101N","","","","","","","","","","",""
"157.184.30.154","Lexmark Pro5000 Series","K200DVT5AIO3001","","","","","","","","","","",""
"157.184.30.215","Lexmark X544","98B00LW","","","","","","","","","","",""
"157.184.30.224","Lexmark T654","PIL2118","","","","","","","","","","",""
"157.184.30.225","Lexmark T644","7902324","","","","","","","","","","",""
"157.184.32.5","Lexmark C792","N8PTKL0","","","","","","","","","","",""
"157.184.32.7","Lexmark X738de","N659SV40","","","","","","","","","","",""
"157.184.32.8","Lexmark X652de","792Z0XW","","","","","","","","","","",""
"157.184.32.31","Lexmark X940e","WZS9B400","","","","","","","","","","",""
"157.184.32.144","Lexmark MX811","746324990000H","","","","","","","","","","",""
"157.184.32.180","Lexmark X646e","790MMK0","","","","","","","","","","",""
"157.184.32.88","Lexmark X925","RCXWI5000000000000000000000000000Rz(O\","","","","","","","","","","",""
"157.184.32.119","Lexmark C925","3200026","","","","","","","","","","",""
"157.184.32.138","Lexmark X738de","1DVT010","","","","","","","","","","",""
"157.184.32.73","Lexmark X792e","ZYQF6U0000000","","","","","","","","","","",""
"157.184.32.150","Lexmark X548","4BE1Q4","","","","","","","","","","",""
"157.184.32.153","Lexmark X854e","0654610","","","","","","","","","","",""
"157.184.32.157","Lexmark X548dte","VKDVT1940003R","","","","","","","","","","",""
"157.184.32.182","Lexmark CX410","752794PTB2153","","","","","","","","","","",""
"157.184.32.183","Lexmark CX510","752794PTB2218","","","","","","","","","","",""
"157.184.32.191","Lexmark X945e","NIIYE570","","","","","","","","","","",""
"157.184.32.188","Lexmark He","4514PTB300563","","","","","","","","","","",""
"157.184.32.199","Lexmark X546","752794PTB2216","","","","","","","","","","",""
"157.184.32.202","Lexmark X546","752794PTB2046","","","","","","","","","","",""
"157.184.32.211","Lexmark MS812","40631279000B4","","","","","","","","","","",""
"157.184.32.213","Lexmark X543","DVT0216","","","","","","","","","","",""
"157.184.32.226","Lexmark X792","DVT0221","","","","","","","","","","",""
"157.184.32.221","Lexmark C792","NIFRIEI","","","","","","","","","","",""
"157.184.32.230","Lexmark MX711","746312790003T","","","","","","","","","","",""
"157.184.32.236","Lexmark C543","502794PTB2105","","","","","","","","","","",""
"157.184.24.207","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.32.234","Lexmark X945e","2PDIZU00","","","","","","","","","","",""
"157.184.36.142","Lexmark X543","752794PTB2212","","","","","","","","","","",""
"157.184.36.149","Lexmark X646e","790L4WM","","","","","","","","","","",""
"157.184.36.238","Lexmark X544","752794PTB2151","","","","","","","","","","",""
"157.184.32.54","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.32.193","TOSHIBA e-STUDIO3500c","","","","","","","","","","","",""
"157.184.32.206","Lexmark C792","ZJE2DY","","","","","","","","","","",""
"157.184.40.40","Lexmark X646e","791WR16","","","","","","","","","","",""
"157.184.40.96","Lexmark C920","32200M5","","","","","","","","","","",""
"157.184.40.156","Lexmark C544","981008V","","","","","","","","","","",""
"157.184.40.229","Lexmark 6500e","4036106600777","","","","","","","","","","",""
"157.184.40.221","KONICA MINOLTA bizhub 4700P","451420720003D","","","","","","","","","","",""
"157.184.40.203","Lexmark T654","S5VRU000","","","","","","","","","","",""
"157.184.40.216","Lexmark C752","NBRA4R40","","","","","","","","","","",""
"157.184.40.228","Lexmark C782 4600 MFP","9400050","","","","","","","","","","",""
"157.184.40.226","Lexmark 6500e","4036106600070","","","","","","","","","","",""
"157.184.40.235","Lexmark C792","T764KY000000000000000000000000000","","","","","","","","","","",""
"157.184.42.175","Lexmark C920","KLINK","","","","","","","","","","",""
"157.184.36.154","Lexmark T430","7921M75","","","","","","","","","","",""
"157.184.42.205","Lexmark MS812","406324990000Y","","","","","","","","","","",""
"157.184.8.105","Lexmark 6500e","4036106601353","","","","","","","","","","",""
"157.184.44.72","Lexmark MX812","746311990005c","","","","","","","","","","",""
"157.184.7.32","Lexmark T642","791NK7X","","","","","","","","","","",""
"157.184.45.19","Lexmark CS310","502794PTB2040","","","","","","","","","","",""
"157.184.45.21","Lexmark MX810","7463239900004","","","","","","","","","","",""
"157.184.45.26","Lexmark X464de","72B1009","","","","","","","","","","",""
"157.184.45.61","Lexmark C792","DVT01170","","","","","","","","","","",""
"157.184.45.81","Lexmark X738de","4BE1Q400","","","","","","","","","","",""
"157.184.45.80","Lexmark MX711","746323990002D","","","","","","","","","","",""
"157.184.45.157","Lexmark C925","B39S47","","","","","","","","","","",""
"157.184.45.28","Lexmark X736","752694PTBA062","","","","","","","","","","",""
"157.184.45.152","ModelName","","","","","","","","","","","",""
"157.184.45.179","Lexmark T640","N4F16140","","","","","","","","","","",""
"157.184.45.178","Lexmark MX711","746324990003Y","","","","","","","","","","",""
"157.184.45.133","Lexmark X925","N05YEI","","","","","","","","","","",""
"157.184.45.70","Lexmark E330","7226D1P","","","","","","","","","","",""
"157.184.45.240","Lexmark X736de","9432YH4","","","","","","","","","","",""
"157.184.45.246","Lexmark X652de","PLT1105","","","","","","","","","","",""
"157.184.45.204","Lexmark X738de","OCNVQ400","","","","","","","","","","",""
"157.184.45.233","Lexmark X264dn","72S1001","","","","","","","","","","",""
"157.184.45.251","Lexmark MS810","MAG8H0","","","","","","","","","","",""
"157.184.45.174","Lexmark Pro4000 Series","444701170006D","","","","","","","","","","",""
"157.184.45.196","Lexmark X792","7562009400054","","","","","","","","","","",""
"157.184.45.226","Lexmark Pro5500 Series","","","","","","","","","","","",""
"157.184.49.63","Lexmark MX812","74631279000059","","","","","","","","","","",""
"157.184.48.14","Lexmark X656de","793Z6MP","","","","","","","","","","",""
"157.184.48.16","Lexmark C782 4600 MFP","940TD9F","","","","","","","","","","",""
"157.184.48.13","Lexmark X644e","791LV6R","","","","","","","","","","",""
"157.184.48.88","Lexmark X860de","0655307","","","","","","","","","","",""
"157.184.49.115","Lexmark MX611dhe","4514PTB300216","","","","","","","","","","",""
"157.184.49.153","Lexmark MX310dn","4614PTB300386","","","","","","","","","","",""
"10.198.17.46","Lexmark MX511dhe","4514PTB301073","","","","","","","","","","",""
"157.184.49.160","Lexmark MX410de","4514PTB301086","","","","","","","","","","",""
"157.184.49.162","Lexmark Pro5500 Series","444701170003R","","","","","","","","","","",""
"157.184.49.164","Dell B5460dn Laser Printer","4063127900067","","","","","","","","","","",""
"157.184.49.168","Lexmark MS812","40631279000BC","","","","","","","","","","",""
"157.184.49.167","Lexmark MS810","4063127900090","","","","","","","","","","",""
"157.184.48.161","Lexmark C734","NFDJNTU0","","","","","","","","","","",""
"157.184.48.162","Lexmark C544","9810271","","","","","","","","","","",""
"157.184.49.178","Lexmark X864de","AJGPV400","","","","","","","","","","",""
"157.184.49.179","Lexmark CS510de","502794PTB2206","","","","","","","","","","",""
"157.184.49.216","Lexmark CX510de","UUYH75","","","","","","","","","","",""
"157.184.49.219","Lexmark CX410de","752794PTB2137","","","","","","","","","","",""
"157.184.49.227","Lexmark C950","UKXZ87","","","","","","","","","","",""
"157.184.49.233","Lexmark MS410dn","451420720000R","","","","","","","","","","",""
"10.198.18.249","Dell B3460dn","BQ8KSS1","","","","","","","","","","",""
"157.184.49.235","Lexmark MS610dn","451420720007Y","","","","","","","","","","",""
"157.184.49.232","Dell B2360dn","91LLSS1","","","","","","","","","","",""
"157.184.50.214","Lexmark X466de","35P3DLW","","","","","","","","","","",""
"157.184.48.69","Lexmark X792","75620294003TZ","","","","","","","","","","",""
"157.184.48.70","Lexmark MS810","406312790009M","","","","","","","","","","",""
"157.184.48.64","Lexmark C925","3200022","","","","","","","","","","",""
"157.184.52.40","Lexmark Pro4000 Series","4447011700064","","","","","","","","","","",""
"157.184.52.47","Lexmark Pro5500 Series","44470117000CY","","","","","","","","","","",""
"157.184.52.65","Lexmark Pro4000 Series","444701170008L","","","","","","","","","","",""
"157.184.52.107","Lexmark X544","98DA04N","","","","","","","","","","",""
"157.184.52.118","Lexmark Pro5500 Series","444701170003Z","","","","","","","","","","",""
"157.184.52.125","Lexmark Pro5500 Series","4447DD170000F","","","","","","","","","","",""
"157.184.54.146","Lexmark MX812","7463127900064","","","","","","","","","","",""
"157.184.54.143","Lexmark C950","0003004","","","","","","","","","","",""
"157.184.14.107","Lexmark C544","98108M0","","","","","","","","","","",""
"157.184.55.29","ModelName","","","","","","","","","","","",""
"157.184.48.135","Lexmark Pro5500 Series","44470117001KH","","","","","","","","","","",""
"157.184.56.143","Lexmark C736","PLT2090","","","","","","","","","","",""
"157.184.48.85","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.58.6","Lexmark C543","98101H0","","","","","","","","","","",""
"157.184.58.180","Lexmark Pro5500 Series","44470117001KF","","","","","","","","","","",""
"157.184.58.26","Lexmark C532","94257ZM","","","","","","","","","","",""
"157.184.58.36","Lexmark Pro4000 Series","444701170007K","","","","","","","","","","",""
"157.184.58.32","Lexmark Pro5500 Series","44470117001RH","","","","","","","","","","",""
"157.184.58.46","Lexmark C792","80T8T0000000000000000000000000000NR","","","","","","","","","","",""
"157.184.58.53","Lexmark C540","98116XT","","","","","","","","","","",""
"157.184.58.54","Lexmark X792","7562029400W2P","","","","","","","","","","",""
"157.184.58.55","Williams","4063127900098","","","","","","","","","","",""
"157.184.58.148","Lexmark T656","L6ST5C00","","","","","","","","","","",""
"157.184.58.172","Lexmark C543","9452PR7","","","","","","","","","","",""
"157.184.58.12","Lexmark X952","7558100403867","","","","","","","","","","",""
"157.184.58.144","Lexmark MX610de","","","","","","","","","","","",""
"157.184.58.14","Dell 5535dn Laser MFP","","","","","","","","","","","",""
"157.184.60.65","Lexmark C746","94247CY","","","","","","","","","","",""
"157.184.60.53","Lexmark X466dte","HSED0C00","","","","","","","","","","",""
"157.184.60.56","Lexmark T640","790VDRB","","","","","","","","","","",""
"157.184.60.89","Lexmark X656de","NDKF3U70","","","","","","","","","","",""
"157.184.60.79","Lexmark X544","752794PTB2161","","","","","","","","","","",""
"157.184.60.73","Lexmark X654de","N7US2I50","","","","","","","","","","",""
"157.184.60.90","Lexmark Pro5000 Series","K200DVT5AIO4006","","","","","","","","","","",""
"157.184.60.64","Lexmark E260dn","72L48RV","","","","","","","","","","",""
"157.184.60.60","Lexmark M","4514PTB300093","","","","","","","","","","",""
"157.184.60.133","Lexmark X548dte","VKDVT1940003T","","","","","","","","","","",""
"157.184.60.118","Lexmark X748dte","752694PTBA036","","","","","","","","","","",""
"10.198.14.107","Lexmark Pro5500 Series","44470117000ML","","","","","","","","","","",""
"157.184.60.137","Dell B5460dn Laser Printer","N74X518","","","","","","","","","","",""
"157.184.60.233","Lexmark X646e","PLT1023","","","","","","","","","","",""
"157.184.60.143","InfoPrint 1870 MFP","7945N6H","","","","","","","","","","",""
"157.184.60.241","Lexmark Pro910 Series","J4850UADVT20298","","","","","","","","","","",""
"157.184.60.125","Lexmark X546","752794PTB2224","","","","","","","","","","",""
"157.184.52.204","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.63.29","Lexmark X646e","792XF2F","","","","","","","","","","",""
"157.184.63.25","Lexmark T654","7949Y3C","","","","","","","","","","",""
"157.184.63.27","Lexmark X646e","792XF63","","","","","","","","","","",""
"157.184.63.68","Lexmark X658de","793FWZ4","","","","","","","","","","",""
"157.184.63.67","Lexmark X658de","794473G","","","","","","","","","","",""
"157.184.63.60","Lexmark X658de","7933W09","","","","","","","","","","",""
"157.184.63.65","Lexmark X658de","7944744","","","","","","","","","","",""
"157.184.63.64","Lexmark X658de","793FX0P","","","","","","","","","","",""
"157.184.63.69","Lexmark X864de","2451635","","","","","","","","","","",""
"157.184.63.62","Lexmark X658de","793FX1B","","","","","","","","","","",""
"157.184.63.66","Lexmark X658de","7944746","","","","","","","","","","",""
"157.184.63.52","Lexmark X658de","793FWZ8","","","","","","","","","","",""
